,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
194,Isaac Success,86,Udinese,27," AM(LR),FW  ",21(9),1821,6,1,18.3,67.5,0,0.7,0,6.54,1,4,0,1.2,1.3,0,1,2.6,0.4,1.5,3.2,0.3,0.1,1.1,0,0.6,0.2,0.1,0
195,Andrea Colpani,269,Monza,24, AM(C)  ,10(17),944,1,0.6,13.6,83.2,0.4,0.6,0.1,6.54,4,1,0,0.9,0.2,0,0.7,1,0,0.6,0.8,0.5,0.1,0.8,0,0.2,0.1,0.1,0
196,Matías Vecino,77,Lazio,31, M(C)  ,17(15),1685,0,0.3,30.2,85.9,0,0.8,0,6.54,2,6,0,0.8,1,1,0.1,0.3,0.1,0.1,0.6,1.5,0.5,0.8,0,1.2,0.8,0.3,0
197,Francesco Caputo,272,Empoli,35, FW  ,20(1),1719,4,1,15.4,71.9,0,0,0,6.54,5,1,0,2,0.8,0,0,1,1.1,1.1,2.1,0.1,0.1,0.6,0,0.4,0,0.1,0
198,Charalampos Lykogiannis,71,Bologna,29," D(CL),M(L)  ",11(10),1105,0,0.9,26.4,75.3,0.8,1.3,0,6.53,2,3,0,0.9,0.9,0,0.2,0.5,0,0,0.5,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0
199,Flavius Daniliuc,143,Salernitana,22, D(CR)  ,23(4),2195,2,0.3,41.3,86.1,0,2.6,0,6.53,0,10,0,0.4,1.4,0,0.1,0.1,0,0.1,0.5,2.1,1.1,1.2,0.4,2.6,0.8,0.5,0
200,Kevin Agudelo,1501,Spezia,24," AM(CR),FW  ",23(11),2140,1,0.8,20.2,75.5,0.2,0.5,0.1,6.53,0,5,0,0.8,0.5,1,1.5,1,0.1,1.6,1.7,2.1,0.3,1,0,0.2,1,0.1,0
201,Elseid Hysaj,77,Lazio,29," D(LR),M(R)  ",22(12),1992,1,0.4,35.7,85.4,0.2,1.3,0.1,6.53,1,3,0,0.1,0.7,0,0.2,0.4,0.1,0.4,0.6,1.1,0.6,0.6,0.1,0.9,0.5,0.2,0
202,Antonino Gallo,79,Lecce,23, D(L)  ,28(4),2486,1,1.2,28.5,69.3,0.8,1.8,0,6.53,0,3,1,0.3,0.8,0,0.5,0.5,0.1,0.2,0.7,1.8,0.4,0.4,0.2,2.1,0.6,0.2,2
203,Luka Jovic,73,Fiorentina,25, FW  ,16(15),1529,3,0.7,9.5,77.5,0,0.5,0,6.53,6,3,0,1.8,0.9,2,0.5,0.3,0.4,0.5,0.8,0.2,0.1,0.7,0,0.3,0.2,0.1,0
204,Nicolò Fagioli,87,Juventus,22, M(C)  ,17(9),1523,3,0.6,22,85.5,0.3,1.2,0.1,6.53,3,3,0,0.5,0,0,0.3,0.9,0,1.1,1.3,1.1,0.3,0.8,0,0.2,0.7,0.1,0
205,Mehdi Bourabia,1501,Spezia,31, M(C)  ,36(1),2796,3,1,32.5,79.9,0.4,1.2,0.1,6.52,1,3,0,0.9,0.6,0,0.8,0.5,0,0.7,1.5,1.1,0.9,0.9,0,1.5,0.6,0.3,0
206,Tommaso Augello,271,Sampdoria,28," D(L),M(L)  ",35(2),3068,5,1.2,35.4,77.5,1.2,1.6,0,6.52,2,3,0,0.3,1,0,0.9,0.7,0,0.5,0.6,0.5,0.5,0.4,0.3,1.3,0.3,0.2,0
207,Soualiho Meïté,2731,Cremonese,29, M(C)  ,28(3),2372,2,0.5,32.6,85,0.1,1.5,0,6.52,0,5,0,0.5,0.9,1,0.9,1.5,0,1,1,1.5,0.9,0.9,0,1.1,0.8,0.2,0
208,Valentino Lazaro,72,Torino,27," D(R),M(CLR)  ",15(8),1377,3,1.3,29.1,78.1,1.1,1.1,0,6.52,0,4,0,0.3,0.6,2,0.7,0.1,0,0.2,0.7,0.4,0.1,0.6,0.1,1,0.4,0.1,0
209,Mario Pasalic,300,Atalanta,28, M(CLR)  ,24(8),1789,2,0.5,21.6,80.9,0.1,0.7,0,6.52,5,3,0,1,1.2,1,0.3,0.5,0.1,0.8,1.1,0.7,0.7,0.8,0,0.4,0.5,0.1,0
210,Andrea Petagna,269,Monza,27, FW  ,19(12),1671,5,1,13.7,74.3,0,0.5,0.1,6.51,4,2,0,1.2,1.3,1,0.6,1,0.3,1.4,2.1,0.2,0.1,0.9,0,0.6,0.1,0.1,0
211,Pietro Terracciano,73,Fiorentina,33, GK  ,29,2610,0,0,33,73.5,0,8.2,0,6.51,0,1,0,0,0.2,1,0,0,0,0,0,0.1,0,0.1,0,0.8,0,0,0
212,Arkadiusz Reca,1501,Spezia,28," D(L),M(L)  ",24(6),2171,1,0.8,28.3,71.5,0.9,1.3,0,6.51,1,5,0,0.7,0.6,0,0.6,0.5,0.1,0.3,1.3,1.5,0.8,1.1,0.1,1.7,0.4,0.2,0
213,Alberto Grassi,272,Empoli,28, DMC  ,14(11),1193,0,0.2,22.3,81.3,0,0.9,0,6.51,0,3,0,0.4,1,1,0.2,0.5,0,0.5,0.7,1,1.1,0.9,0,1.8,0.4,0.5,0
214,Matteo Bianchetti,2731,Cremonese,30, D(C)  ,22(3),2130,0,0.2,37.1,78.3,0.1,2.4,0,6.51,1,5,0,0.3,2.5,0,0.1,0.4,0,0.1,0.2,1.3,0.8,0.7,0.7,4.3,0.5,0.7,0
215,Maxime Lopez,2889,Sassuolo,25, M(CR)  ,25(5),2297,0,1.1,54.6,89.1,0.3,3.1,0,6.51,0,11,0,0.5,0.1,0,0.4,0.4,0,0.4,0.6,1.4,0.7,1,0,0.6,1.3,0.2,0
216,Duván Zapata,300,Atalanta,32, FW  ,16(9),1393,2,0.7,14.9,72.3,0.2,0.4,0,6.51,2,1,0,1.6,1.7,0,0.8,1.5,0.3,1.8,2.1,0.3,0.2,0.7,0,0.6,0.1,0.1,0
217,Joakim Mæhle,300,Atalanta,26," D(LR),M(LR)  ",25(9),2214,3,1.1,34.7,81.6,0.3,0.8,0,6.50,3,5,1,0.8,0.1,0,0.5,0.6,0.2,0.7,1.1,0.9,0.7,0.5,0,0.6,0.5,0.2,0
218,Emanuel Aiwu,2731,Cremonese,22, D(C)  ,17(6),1653,0,0.2,32.3,82,0,1.2,0,6.50,0,3,0,0.1,1.2,1,0.1,0.7,0,0.2,0.3,2.4,1.1,0.9,0.4,2.1,0.6,0.7,0
219,Luis Muriel,300,Atalanta,32," AM(CL),FW  ",10(19),1071,3,1.3,15.3,72,0.8,0.9,0.1,6.50,3,0,2,1.2,0.4,2,1.2,0.5,0.1,0.9,1.7,0.3,0.1,0.6,0,0.1,0.4,0,0
220,Giangiacomo Magnani,76,Verona,27, D(C)  ,19(5),1535,1,0.2,20.4,74.2,0.1,1.9,0,6.50,0,7,1,0.3,1.4,1,0.1,0.3,0,0.1,0.3,1.4,0.9,0.9,0.1,3.1,0.3,0.6,1
221,Koffi Djidji,72,Torino,30, D(CL)  ,26(8),2422,0,0.1,41.5,87.4,0.1,1.4,0,6.50,1,3,0,0.2,1.4,1,0.1,0.1,0,0.2,0.2,1.5,1,0.8,0.2,2,0.4,0.4,0
222,Gianluca Caprari,269,Monza,29," AM(CLR),FW  ",32(5),2466,2,0.8,26.8,83.2,0.5,1,0.1,6.50,5,7,0,1.4,0.2,1,1.1,1.4,0.2,0.9,2.1,0.4,0.2,0.9,0,0.1,0.5,0,0
223,Josh Doig,76,Verona,21," D(CL),M(L)  ",15(7),1359,3,0.5,16.8,69.9,0.5,0.7,0,6.50,2,1,0,0.8,0.7,0,1,0.3,0.1,0.7,1.5,0.9,0.5,0.6,0,0.5,0.5,0.3,0
224,Nemanja Radonjic,72,Torino,27," M(CLR),FW  ",16(12),1458,2,0.6,13.9,71.8,0.5,0.3,0,6.49,2,1,0,1.9,0.3,4,1.8,0.6,0.4,1.2,1.9,0.1,0.1,0.6,0,0.1,0.1,0,0
225,Adama Soumaoro,71,Bologna,31, D(CR)  ,22(1),1873,0,0,46.4,93.3,0,1.7,0,6.49,0,3,1,0.1,1.3,0,0.1,0.5,0,0,0.3,1.1,0.7,0.9,0.5,3.1,0.1,0.6,0
226,Bruno Amione,271,Sampdoria,21, D(C)  ,25(1),2093,1,0.1,37.5,80.1,0,1.4,0,6.49,1,8,1,0.5,2.7,0,0.1,0.6,0,0,0.8,1.9,1,0.9,0.7,2.2,0.9,0.4,0
227,Grigoris Kastanos,143,Salernitana,25, M(CR)  ,13(15),1280,1,0.5,19.4,77.7,0.2,0.8,0,6.49,2,4,0,1.1,0.8,0,0.5,1.5,0,0.7,0.6,1.4,0.3,0.8,0,0.2,0.9,0.2,0
228,Roberto Soriano,71,Bologna,32, AM(CLR)  ,15(12),1326,3,0.7,21.8,81.1,0.1,0.7,0.1,6.48,1,1,0,0.5,0.4,0,0.2,1.2,0.1,0.6,0.8,1.1,0.2,0.7,0,0.5,0.5,0.1,0
229,Zeki Çelik,84,Roma,26," D(R),M(R)  ",16(8),1503,1,0.7,29.3,76.4,0.4,1.5,0,6.48,0,5,1,0.2,0.5,0,0.3,0.3,0.1,0.5,0.7,1.8,0.6,1.1,0,1,0.7,0.3,0
230,Federico Ceccherini,76,Verona,31, D(C)  ,18(4),1431,0,0.2,26.8,77.6,0.1,1.7,0,6.48,2,9,1,0.3,1.4,1,0.1,0.9,0,0.4,0.6,1.1,0.9,1.4,0.1,2.4,0.5,0.5,0
231,Mërgim Vojvoda,72,Torino,28," D(CR),M(LR)  ",18(11),1717,5,0.8,32.5,78.8,0.3,1.6,0.1,6.48,0,3,0,0.8,0.3,0,0.4,0.2,0.1,0.6,0.7,0.8,0.3,0.7,0,0.8,0.4,0.1,0
232,Luca Caldirola,269,Monza,32, D(CL)  ,27(4),2360,0,0.1,45.9,88.3,0,2.1,0,6.48,2,5,0,0.3,1.1,0,0,0.8,0,0,0.2,0.8,0.8,1,0.3,2.1,0.4,0.6,0
233,Riccardo Saponara,73,Fiorentina,31, AM(CLR)  ,14(15),1207,3,0.7,14.4,75.7,0.3,0.3,0,6.47,4,4,0,1.3,0.3,2,0.6,0.8,0.2,0.7,1,0.3,0.2,0.5,0,0.3,0.1,0,0
234,Emanuele Valeri,2731,Cremonese,24," D(L),M(L)  ",31(6),2791,3,1.5,22.4,66,1.1,1.2,0,6.47,2,3,0,1.1,0.4,0,0.5,1,0.1,0.7,1.7,1.4,0.6,0.7,0.1,0.9,1.1,0.1,0
235,Igor Julio,73,Fiorentina,25," D(C),M(L)  ",23(4),2060,0,0.1,48.6,88,0,3.4,0,6.47,0,8,1,0.3,1.4,0,0.3,0.5,0,0.4,0.3,1.6,0.9,1.1,0.7,2,0.3,0.5,0
236,Kingsley Ehizibue,86,Udinese,28," D(R),M(R)  ",16(11),1534,0,0.3,17,75.5,0.3,0.6,0,6.47,2,7,0,0.5,0.6,1,0.5,0.7,0,0.4,0.7,1.7,0.4,1.2,0.1,1.3,0.6,0.1,0
237,Tonny Vilhena,143,Salernitana,28," D(L),M(CL)  ",27(6),2275,1,0.6,24.2,79.7,0.5,1,0,6.46,4,5,0,0.9,0.3,0,0.5,1,0,0.7,1.1,1.3,0.5,1,0,0.6,0.9,0.2,0
238,Ante Rebic,80,AC Milan,29," AM(CLR),FW  ",10(13),977,2,0.6,12.5,62.2,0.2,0.3,0.1,6.46,3,4,0,1.2,0.5,1,0.7,0.7,0.3,0.7,1.1,0.4,0,0.8,0,0.2,0.3,0,0
239,Sofyan Amrabat,73,Fiorentina,26, DMC  ,24(5),2007,1,0.4,50.1,89.8,0.3,4.6,0,6.46,0,11,0,0.4,0.4,0,0.4,1,0,0.6,0.7,1.3,0.7,1.9,0,0.6,0.4,0.2,0
240,Harry Winks,271,Sampdoria,27, DMC  ,19(1),1719,0,0.8,45.7,85.4,0.6,2.8,0.1,6.46,0,2,0,0.7,0.3,0,0.9,0.7,0.1,0.8,1.3,1.4,1.2,0.8,0,1,1.5,0.4,0
241,Rui Patrício,84,Roma,35, GK  ,35,3150,0,0,21.8,72.9,0,4.9,0,6.45,0,1,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.3,0,0,0
242,Michele Castagnetti,2731,Cremonese,33, DMC  ,14(13),1415,1,1,28,80.6,0.4,1.4,0.1,6.45,0,2,0,0.4,0.3,0,0.3,0.4,0,0.1,0.6,1.7,0.6,0.6,0,0.8,1.3,0.1,0
243,Kelvin Amian,1501,Spezia,25," D(CLR),M(R)  ",26(4),2374,1,0.6,28.2,75.3,0.4,1.2,0,6.44,0,5,1,0.9,1.1,0,0.5,0.2,0,0.6,0.8,1.8,0.7,1.2,0.3,2.5,0.2,0.4,0
244,Joshua Zirkzee,71,Bologna,22, FW  ,5(14),809,2,0.8,13.3,77.9,0,0.1,0.1,6.44,2,2,0,1.5,0.6,0,0.8,0.5,0.1,1.3,1.9,0.2,0.2,0.4,0,0.2,0.3,0.1,0
245,Milan Skriniar,75,Inter,28, D(C)  ,20(1),1770,0,0.3,65.1,91.7,0,3,0,6.44,0,3,1,0.4,0.8,0,0.1,0.7,0,0.1,0.7,1.4,0.6,1.7,0.3,2.2,0.7,0.6,1
246,Filip Djuricic,271,Sampdoria,31," AM(CLR),FW  ",27(5),2186,0,1.1,22.1,79.9,0.5,0.8,0,6.44,3,9,0,0.8,0.5,0,1,1.5,0,1.5,1.8,1.3,0.2,1.2,0,0.2,0.6,0.2,0
247,Robin Gosens,75,Inter,28," D(L),M(CL)  ",11(21),1168,0,0.5,16.5,80.7,0.3,0.5,0,6.44,3,2,0,0.8,0.6,0,0.2,0.1,0.1,0.1,0.5,1.1,0.7,0.5,0,0.4,0.3,0.1,0
248,Giacomo Raspadori,276,Napoli,23," AM(CL),FW  ",10(15),903,2,0.7,16.8,80.9,0.3,0.8,0,6.44,2,1,0,1.6,0.1,0,0.3,0.5,0,0.6,1.2,0.4,0.2,0.3,0,0.1,0.2,0,0
249,Sam Lammers,271,Sampdoria,26, FW  ,13(6),1103,1,0.7,13.1,68.3,0.1,0.2,0.1,6.43,1,1,0,1.2,1.6,0,0.7,1.2,0.1,0.9,2.8,0.6,0.3,1,0.1,0.6,0.5,0.2,0
250,Assan Ceesay,79,Lecce,29, FW  ,20(14),1818,0,0.2,10.9,58.9,0.1,0.1,0,6.43,6,2,0,1.2,1.9,1,0.6,0.8,0.6,0.7,1.9,0.7,0.1,1.1,0,0.6,0.2,0.1,0
251,Marco Faraoni,76,Verona,31," D(R),M(R)  ",19(4),1493,3,0.5,18.3,67,0.4,1.5,0,6.42,2,7,0,0.9,0.6,0,0.3,0.5,0.2,0.2,0.5,1.5,0.7,0.9,0,1.5,1.1,0.5,0
252,Karol Linetty,72,Torino,28, M(CLR)  ,22(10),1888,0,0.6,29.4,87.3,0.3,1.1,0,6.42,1,8,0,0.5,0.8,1,0.3,0.7,0.1,0.3,0.8,1,0.6,1.6,0,0.7,0.4,0.3,0
253,Petar Stojanovic,272,Empoli,27," D(R),M(R)  ",16(11),1528,1,0.7,30.3,80.9,0.3,2.4,0,6.42,0,3,0,0.4,0.1,0,0.5,0.6,0,0.5,0.4,1.6,0.4,0.4,0.3,1.8,0.6,0.2,0
254,Tommaso Pobega,80,AC Milan,23, M(C)  ,9(10),877,0,0.3,20.7,77.2,0.1,1.3,0,6.42,2,4,0,1.1,0.7,0,0.1,0.3,0,0.3,0.5,1.4,0.5,1.6,0,0.6,0.4,0.2,0
255,Yann Karamoh,72,Torino,24," AM(CLR),FW  ",7(14),710,0,0.5,9.5,79.4,0.2,0.2,0,6.42,4,2,0,1,0.3,1,1.2,0.6,0.6,0.6,1.6,0.2,0,0.5,0,0,0.2,0,0
256,Leandro Paredes,87,Juventus,28, DMC  ,8(17),969,0,0.8,28.9,91.4,0.7,2,0.1,6.41,1,7,1,0.6,0.2,1,0.2,0.4,0,0.2,0.2,0.8,0.7,0.8,0,0.8,0.5,0,0
257,Adrien Tameze,76,Verona,29, M(C)  ,35(2),3038,0,0.6,28.6,78.1,0.1,1.4,0,6.41,0,3,0,0.3,0.7,0,0.7,0.8,0,0.9,1.1,1.4,1,0.9,0,1.4,0.9,0.4,0
258,Dylan Bronn,143,Salernitana,28, D(C)  ,19(5),1684,0,0.2,40.5,85.9,0,2.6,0,6.41,0,5,1,0.3,1.4,0,0.3,0.4,0,0.1,0.3,1.4,0.8,1.2,0.4,2.3,0.4,0.8,0
259,Alfred Duncan,73,Fiorentina,30, DMC  ,13(12),1107,0,0.6,20.2,80.8,0.4,1.1,0,6.40,1,3,0,0.4,0.4,0,0.5,0.5,0,0.6,0.7,0.7,0.3,1,0,0.2,0.4,0,0
260,Mattia Caldara,1501,Spezia,29, D(C)  ,13(7),1251,0,0.1,29.4,77,0,1.5,0,6.40,0,6,0,0.6,1.8,0,0.1,0.5,0.1,0.2,0.5,1.2,0.9,0.8,0.6,4.3,0.6,0.8,1
261,Gary Medel,71,Bologna,35," D(C),DMC  ",17(12),1477,1,0.2,37.8,89.8,0,2.3,0,6.39,0,5,0,0.1,0.5,0,0.1,0.6,0,0.1,0.2,0.9,1,0.7,0,1.1,0.3,0.3,0
262,Tomás Rincón,271,Sampdoria,35, M(CR)  ,30(4),2566,2,0.6,35.8,83,0.2,2.5,0,6.39,0,7,1,0.3,1,0,0.8,0.8,0,0.9,0.8,1.6,0.9,1.7,0,0.5,0.9,0.2,0
263,Miguel Veloso,76,Verona,37, M(C)  ,14(8),1169,0,0.9,24,76.2,1,1.9,0,6.39,0,6,0,0.7,0.6,0,0.2,0.4,0,0.3,0.3,1.5,0.3,0.9,0,0.5,0.5,0.3,1
264,Fabio Miretti,87,Juventus,19, AM(C)  ,14(13),1233,2,0.6,17.6,73.5,0.3,0.5,0,6.39,0,2,0,0.7,0.4,0,0.7,1,0.1,1,1.5,0.9,0.1,0.9,0,0.3,0.6,0,0
265,Joan Gonzàlez,79,Lecce,21, M(C)  ,26(9),2212,3,0.4,21.1,79,0.1,0.7,0,6.39,1,8,0,0.5,0.9,1,0.5,1.3,0.1,0.7,1.4,1.4,0.5,1,0.1,0.7,1,0.2,1
266,Domagoj Bradaric,143,Salernitana,23," D(L),M(L)  ",24(7),2254,3,0.5,28.1,78.9,0.4,1.1,0,6.39,0,5,0,0.2,0.5,0,0.5,0.6,0.1,0.3,0.9,0.8,0.7,0.5,0.1,1.3,0.3,0.2,0
267,Filippo Terracciano,76,Verona,20, M(R)  ,7(13),816,1,0.4,13.7,72.6,0.3,0.7,0.1,6.39,0,2,0,0.3,0.8,0,0.3,0.9,0,0.2,0.9,1,0.5,0.4,0,0.6,0.3,0.2,0
268,Joaquín Correa,75,Inter,28," AM(CL),FW  ",12(14),947,1,0.6,10.6,80.4,0,0.3,0.1,6.39,3,1,0,0.8,0.2,0,0.5,0.7,0.1,0.6,1.1,0.5,0.1,0.5,0,0,0.4,0,0
269,Antonín Barák,73,Fiorentina,28, AM(CR)  ,21(9),1807,0,0.7,23.2,83.5,0.1,1,0,6.38,2,4,0,1.1,0.6,0,0.6,0.6,0.1,0.9,1.1,0.7,0.1,0.4,0,0.4,0.3,0.1,0
270,Cyriel Dessers,2731,Cremonese,28, FW  ,19(7),1595,2,0.9,10.3,65.3,0.1,0.2,0,6.38,6,3,0,1.9,0.6,0,0.5,0.5,0.9,0.8,2.3,0.4,0.1,1.3,0,0.2,0.2,0.1,0
271,Andrea Pinamonti,2889,Sassuolo,24, FW  ,25(7),2174,0,0.5,15,66.9,0.1,0.2,0,6.38,5,3,1,2.1,1.1,0,0.3,1,0.3,1.8,1.9,0.3,0.1,0.7,0,0.3,0.1,0.1,0
272,Charles De Ketelaere,80,AC Milan,22," M(CLR),FW  ",9(23),1102,1,0.6,11.4,79.4,0,0.2,0.1,6.38,0,2,0,0.6,0.6,0,1.1,0.5,0.1,0.9,0.8,0.8,0.1,0.6,0,0.3,0.5,0.1,0
273,Emil Bohinen,143,Salernitana,24, DMC  ,9(15),825,0,0.5,19.8,84.8,0,0.4,0,6.38,0,0,0,0.2,0.5,0,0.3,0.5,0,0.4,0.4,1,0.7,0.6,0,0.8,0.5,0.3,0
274,Fabio Depaoli,76,Verona,26," D(R),M(CLR)  ",24(7),2172,2,0.5,14.4,63.2,0.6,0.9,0,6.37,2,7,0,0.6,0.8,0,0.4,1,0.1,0.6,1.2,1.5,0.6,1.4,0,0.9,0.6,0.2,0
