,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
221,Nathan Collins,161,Wolves,22, D(CR)  ,19(7),1813,0,0.1,43.4,88.1,0,2.6,0,6.48,0,2,1,0.1,1.4,0,0.3,0.3,0,0.3,0.3,1,0.8,0.7,0.1,3.2,0.3,1.1,0
222,Mohamed Elyounoussi,18,Southampton,28," AM(CLR),FW  ",27(6),2180,1,0.5,17.6,69,0.3,0.6,0.1,6.48,1,4,0,1.1,1.1,0,0.7,0.5,0.1,1.2,1.2,1.4,0.8,1.2,0,1,0.7,0.1,0
223,Adama Traoré,161,Wolves,27," M(CLR),FW  ",12(22),1492,1,0.7,12.1,74.1,0.6,0.3,0.1,6.48,2,2,0,0.6,1.1,0,1.4,1,0.2,0.8,1.7,0.4,0.1,0.6,0,0.5,0.1,0,0
224,Fred,32,Man Utd,30, M(C)  ,12(23),1235,2,0.9,21.8,80.7,0.1,0.9,0.1,6.48,2,6,0,0.7,0.3,0,0.3,0.6,0,0.5,0.7,1.3,0.5,0.9,0,0.4,0.7,0.1,0
225,Abdoulaye Doucouré,31,Everton,30, M(C)  ,17(8),1529,2,0.9,21.5,79.6,0.1,0.1,0,6.48,5,6,1,0.8,0.5,0,0.8,0.2,0.3,0.5,1.1,1.2,0.5,0.8,0,0.4,1,0.1,0
226,Konstantinos Tsimikas,26,Liverpool,27, D(L)  ,9(11),769,4,0.9,22.2,85.4,1,0.9,0,6.48,0,3,0,0.4,0.4,0,0.2,0.5,0,0.4,0.7,0.7,0.6,0.7,0.1,0.7,0.3,0.1,0
227,Mateo Kovacic,15,Chelsea,29, M(CL)  ,17(10),1708,2,0.9,48.5,86,0,1.7,0.1,6.48,1,8,0,0.9,0.4,0,0.7,0.4,0,1,1,1.3,0.7,0.7,0,0.6,0.8,0,0
228,Wilfried Gnonto,19,Leeds,19, AM(L)  ,14(10),1353,4,0.9,18.9,77,0.3,0.1,0,6.48,2,7,0,0.9,0.3,1,0.9,1.6,0.1,0.8,1.3,1.1,0.2,1.2,0,0.1,0.8,0,0
229,Orel Mangala,174,Nottingham Forest,25, M(C)  ,20(7),1558,1,0.1,18.7,81,0,0.5,0,6.48,1,3,0,0.3,0.4,0,0.6,0.9,0,0.3,0.4,1,0.9,0.8,0,0.5,0.6,0.3,0
230,Lyanco,18,Southampton,26, D(CR)  ,11(10),1175,1,0.2,23.9,75.5,0,1.5,0,6.47,1,4,0,0.6,1.2,0,0.4,0.5,0,0.2,0.5,1.1,1,0.8,0.3,2.9,0.3,1.2,0
231,Kelechi Iheanacho,14,Leicester,26," AM(C),FW  ",11(17),1122,5,0.8,10.9,76.7,0,0.3,0,6.47,5,0,0,1.4,0.5,1,0.7,0.2,0.4,1.3,1.5,0.3,0,0.6,0,0.3,0.3,0,0
232,Trevoh Chalobah,15,Chelsea,23," D(CR),DMC  ",18(7),1604,0,0.2,45.7,88.5,0.1,1.5,0,6.47,0,4,0,0.4,1.2,0,0.3,0.3,0,0.2,0.2,1.2,1,0.4,0.1,2.2,0.4,0.3,1
233,Jordan Zemura,183,Bournemouth,23, D(L)  ,17(2),1457,1,0.9,24,69.3,0.3,0.6,0,6.46,0,1,0,0.2,0.4,0,0.9,0.7,0,0.8,1.8,2.1,0.8,0.9,0.2,1.4,1.1,0.5,0
234,Romain Perraud,18,Southampton,25," D(L),M(L)  ",22(7),1839,2,0.5,22.8,74.7,0.4,0.4,0,6.46,2,4,0,1,0.5,1,0.3,0.5,0.1,0.5,0.9,1.9,0.7,1.1,0,1.2,0.8,0.2,1
235,Danny Ward,14,Leicester,30, GK  ,26,2340,0,0,30.2,70.5,0,4.6,0,6.46,0,0,0,0,0.2,1,0,0.2,0,0,0,0,0,0,0,0.7,0.1,0,0
236,Richarlison,30,Tottenham,26," AM(CLR),FW  ",12(15),1008,3,0.6,9.7,72.6,0.2,0.4,0.1,6.46,1,3,0,1,0.7,1,0.4,0.8,0.3,0.7,1.5,0.8,0.2,0.5,0,0.3,0.6,0,0
237,Bobby De Cordova-Reid,170,Fulham,30," D(R),M(CLR),FW  ",29(7),2487,1,0.5,21.7,72.4,0.4,0.6,0,6.46,4,8,0,0.9,0.3,0,0.5,0.6,0.3,0.9,1.5,1.2,0.6,0.9,0.1,0.7,0.5,0.1,0
238,Crysencio Summerville,19,Leeds,21, AM(LR)  ,12(16),1418,2,0.6,14,77.9,0.1,0.3,0,6.46,4,4,0,1,0.2,0,0.9,1.5,0.3,1.3,1.6,1.1,0.5,0.8,0,0.3,0.4,0.1,0
239,Ryan Yates,174,Nottingham Forest,25, DMC  ,21(5),1840,2,0.3,22.2,78.2,0,1,0,6.46,0,5,0,1,1.2,0,0.2,2,0,0.6,0.7,1.5,0.4,1.9,0.1,1.7,0.3,0.3,0
240,Mario Lemina,161,Wolves,29, DMC  ,17(2),1306,1,0.2,34.1,87.3,0.1,1.4,0,6.45,0,2,1,0.5,0.9,0,0.6,0.5,0.1,0.4,0.7,2,0.7,0.9,0.1,1.2,0.9,0.4,0
241,Aaron Hickey,189,Brentford,21," D(LR),M(LR)  ",23(3),1931,1,0.2,28,84.7,0.2,1,0,6.45,0,7,0,0.4,0.5,0,0.7,1.3,0,0.5,0.6,1.5,0.7,0.8,0.2,0.8,0.5,0.3,0
242,Patson Daka,14,Leicester,24, FW  ,13(17),1181,4,0.6,9.2,68,0,0.2,0.1,6.45,4,2,0,1,0.9,0,0.2,0.5,0.2,0.6,1.5,0.5,0.2,0.8,0,0.2,0.3,0.1,0
243,Conor Coady,31,Everton,30," D(CR),DMC  ",23(1),2096,1,0.2,50,85.1,0,4.4,0,6.45,1,2,0,0.2,1,0,0,0.5,0.1,0.1,0.3,0.6,0.6,0.5,0.3,3.5,0.3,0.7,0
244,Josh Dasilva,189,Brentford,24, M(C)  ,14(22),1384,2,0.3,15.9,82.7,0.2,0.6,0,6.44,4,1,0,0.5,0.2,1,0.9,0.6,0,0.8,0.8,0.5,0.1,0.4,0,0.2,0.3,0.2,0
245,Joe Rothwell,183,Bournemouth,28, M(CL)  ,12(8),1019,1,0.4,21.5,87.6,0.4,1,0.1,6.44,0,2,0,0.2,0.1,0,0.8,0.2,0,0.2,0.4,1,0.5,0.9,0,0.4,0.7,0.2,0
246,Ederson,167,Man City,29, GK  ,35,3150,1,0,31.7,84.4,0,5.2,0,6.44,0,3,0,0,0.3,0,0,0.1,0,0,0,0.1,0,0,0,0.6,0,0,0
247,Eddie Nketiah,13,Arsenal,24, FW  ,9(21),1073,1,0.3,8.3,81.6,0,0.1,0,6.44,4,3,0,1.4,0.3,1,0.5,0.8,0.3,0.7,1,0.4,0,1,0,0.2,0.2,0,0
248,Gavin Bazunu,18,Southampton,21, GK  ,32,2880,0,0,32.1,55.9,0,7.3,0,6.44,0,0,0,0,0.4,1,0,0.1,0,0,0,0,0,0,0,1.2,0,0,0
249,Harry Wilson,170,Fulham,26, AM(CLR)  ,13(16),1099,3,0.4,13,80.3,0.1,0.8,0,6.43,2,1,0,0.6,0.1,1,0.4,1.1,0.1,0.5,0.8,0.7,0.2,0.4,0,0.4,0.3,0.1,0
250,Jacob Murphy,23,Newcastle,28," D(R),M(LR)  ",14(22),1246,2,0.5,10.6,71.8,0.3,0.3,0,6.43,4,0,0,0.8,0.1,0,0.4,0.4,0.1,0.6,0.5,0.4,0.2,0.2,0,0.1,0.3,0,0
251,Mads Roerslev,189,Brentford,24," D(R),M(R)  ",12(8),1103,0,0.4,13.2,64.6,0.3,0.6,0.1,6.43,0,0,0,0.2,0.4,0,0.2,0.2,0,0.5,0.7,1.1,0.5,0.2,0.1,1.6,0.9,0.3,0
252,Hugo Bueno,161,Wolves,20, D(L)  ,16(5),1316,1,0.8,24,84.5,0.9,0.3,0,6.43,0,1,0,0.2,0.5,0,0.6,0.3,0,0.5,0.8,1.6,0.5,0.3,0,1.4,0.8,0,0
253,Odsonne Édouard,162,Crystal Palace,25," AM(L),FW  ",20(15),1806,2,0.5,11.6,72.7,0,0,0,6.43,5,3,0,1.1,1.2,0,0.5,0.5,0.4,1.5,1.7,0.7,0.1,0.8,0,0.6,0.2,0.1,0
254,Emmanuel Dennis,174,Nottingham Forest,25," M(LR),FW  ",6(13),715,2,0.4,8.8,70.8,0.1,0.2,0,6.42,2,3,0,1.1,0.7,0,0.9,1.5,0.2,1.3,1.7,0.9,0.1,0.8,0,0.2,0.5,0.1,0
255,Illan Meslier,19,Leeds,23, GK  ,34,3060,0,0,24.8,56.2,0,3.6,0,6.42,0,3,0,0,0.3,3,0,0.1,0,0,0,0.1,0,0,0,1.5,0.1,0,0
256,Robert Sánchez,211,Brighton,25, GK  ,23,2070,0,0,29.3,74.7,0,3.3,0,6.42,0,2,0,0,0.3,0,0,0,0,0,0,0,0.1,0,0,0.6,0,0,0
257,Weston McKennie,19,Leeds,24," D(C),M(CLR)  ",16(3),1440,1,0.7,31.1,77.8,0.2,1.5,0,6.42,0,7,0,0.7,1.3,0,0.6,0.3,0.1,1.3,1.5,1.6,1.2,1.1,0,1.4,1,0.2,0
258,Oliver Skipp,30,Tottenham,22, DMC  ,18(5),1499,0,0.4,32.9,87.1,0,1.2,0,6.42,1,7,0,0.3,0.3,1,0.5,0.7,0,0.7,0.7,1.5,0.7,1,0,0.8,0.7,0.3,0
259,Emerson,29,West Ham,28," D(L),M(L)  ",16(6),1323,0,0.6,26.5,81.6,0.3,0.6,0,6.42,1,2,0,0.5,0.8,0,0.3,0.7,0,0.5,0.5,1.2,0.7,0.6,0.1,1.3,0.5,0.2,0
260,Junior Firpo,19,Leeds,26," D(L),M(L)  ",14(5),1368,1,0.4,26.4,73.1,0.3,0.5,0,6.42,1,5,1,0.1,0.9,1,0.3,0.4,0,0.5,0.5,2.5,1.3,1.3,0.3,1.5,1.2,0.4,0
261,Brenden Aaronson,19,Leeds,22, AM(CLR)  ,28(8),2384,3,1.3,20,79.1,0.5,0.2,0.1,6.41,1,2,0,1.1,0.2,0,0.9,1.5,0.2,2.3,2,1.3,0.1,0.4,0,0.2,0.9,0.1,0
262,Lucas Digne,24,Aston Villa,29," D(CL),M(L)  ",18(10),1501,0,0.6,25.3,78.6,0.7,1,0,6.41,1,5,0,0.3,0.9,0,0.1,0.8,0.1,0.4,0.6,1.1,0.6,0.7,0.2,1.4,0.5,0.2,1
263,Lewis Cook,183,Bournemouth,26, M(CL)  ,18(10),1715,2,0.9,25.1,81.8,0.6,0.8,0,6.41,0,4,0,0.2,0.3,0,0.3,0.4,0,0.6,0.5,1.3,0.8,0.5,0,1,0.9,0.4,0
264,Pablo Fornals,29,West Ham,27, M(CLR)  ,17(15),1506,1,0.6,21.9,77.7,0.2,1.3,0.1,6.40,3,0,0,0.8,0.3,2,0.3,0.2,0,0.5,0.7,0.9,0.4,0.4,0,0.3,0.7,0.1,0
265,Frank Onyeka,189,Brentford,25, DMC  ,8(13),845,2,0.3,12,75.9,0,0.3,0,6.39,0,0,0,0.4,0.3,0,0.5,1.2,0.1,0.5,0.5,0.9,0.5,0.7,0,0.8,0.7,0.1,0
266,Scott McKenna,174,Nottingham Forest,26, D(C)  ,19(1),1574,0,0.4,35,79.3,0.1,1.9,0,6.39,0,4,0,0.1,1.9,0,0.3,0.2,0,0.1,0.1,0.6,0.6,0.4,0.4,4.2,0.2,0.7,0
267,Cheikhou Kouyaté,174,Nottingham Forest,33," D(CR),DMC  ",10(11),880,0,0.3,11.7,75.5,0,0.6,0,6.38,1,3,0,0.3,0.9,0,0.3,0.6,0,0.4,0.7,1.4,0.5,1,0,1.1,0.2,0.1,0
268,Pedro Neto,161,Wolves,23," AM(CLR),FW  ",14(5),972,0,1.1,16.4,84.9,0.7,0.7,0.1,6.38,0,2,0,0.9,0,0,0.9,0.8,0.1,0.7,1.5,0.6,0.2,0.4,0,0.2,0.5,0.1,0
269,Theo Walcott,18,Southampton,34," M(CLR),FW  ",13(7),1134,2,0.8,12,72.9,0.2,0.1,0.1,6.38,2,1,0,1,0.5,0,0.6,0.5,0.8,0.6,1.2,0.7,0.5,0.4,0,0.4,1,0.1,1
270,Remo Freuler,174,Nottingham Forest,31, DMC  ,24(4),2167,0,0.4,29.6,79.6,0.1,0.8,0,6.37,0,4,0,0.3,0.9,0,0.2,0.4,0,0.3,0.7,1.5,1,0.9,0,1.5,0.9,0.3,0
271,Philippe Coutinho,24,Aston Villa,31, M(CLR)  ,7(13),783,0,0.4,17.9,78.5,0.1,0.5,0.1,6.37,1,3,0,1.1,0.2,0,0.7,0.7,0.1,0.9,1.2,1,0.2,0.8,0,0.1,0.3,0.1,0
272,Patrick Bamford,19,Leeds,29," AM(CLR),FW  ",18(10),1523,2,0.4,11.6,69.9,0,0,0,6.36,4,3,0,1.8,1.3,0,0.4,1,0.6,0.8,2,0.3,0.2,0.9,0,0.5,0.6,0.2,0
273,Alejandro Garnacho,32,Man Utd,18, AM(L)  ,5(14),563,2,0.2,9.7,81.1,0,0.2,0,6.35,3,3,0,1.3,0.2,0,0.6,0.4,0.2,0.7,1.4,0.3,0.3,0.4,0,0.1,0.5,0,0
274,Kieffer Moore,183,Bournemouth,30, FW  ,12(15),1278,0,0.2,13.1,59.5,0.1,0.2,0,6.35,4,1,0,0.9,2.5,1,0.1,1.1,0,1.1,1.6,0.5,0,1,0.1,1,0.4,0.2,0
275,Jaidon Anthony,183,Bournemouth,23, AM(LR)  ,11(19),1248,1,0.4,15.4,78.1,0.3,0.5,0,6.35,3,2,0,0.7,0.3,0,0.5,0.4,0.2,0.9,0.8,1,0.3,0.3,0,0.5,0.5,0.1,0
276,Mikkel Damsgaard,189,Brentford,22, AM(CL)  ,9(17),982,0,0.4,14.3,72.8,0.2,0.4,0,6.35,0,4,0,0.5,0.4,0,0.3,0.4,0,0.2,0.6,1.2,0.4,0.5,0,0.4,1,0.1,0
277,Deniz Undav,211,Brighton,26," AM(C),FW  ",6(16),623,0,0.4,7.4,75.3,0,0.2,0,6.34,5,2,0,1.2,0.2,0,0.2,0.2,0.3,0.4,0.6,0.3,0,0.7,0,0,0.3,0,1
278,James Milner,26,Liverpool,37," D(LR),M(CLR)  ",7(24),893,1,0.4,19.6,81.4,0.4,1,0,6.34,0,2,0,0.2,0.4,0,0.4,0.5,0,0.5,0.6,0.8,0.4,0.5,0.1,0.4,0.6,0.1,0
279,Takehiro Tomiyasu,13,Arsenal,24, D(CLR)  ,6(15),656,1,0.2,19.6,82.5,0.2,0.7,0,6.34,0,2,0,0.1,0.8,0,0,0.1,0,0.2,0.3,1.3,0.7,0.3,0.2,0.7,0.2,0,0
280,Jamie Vardy,14,Leicester,36," AM(L),FW  ",19(18),1855,4,0.4,6.9,53.3,0,0.2,0.1,6.33,3,1,0,0.8,1.3,0,0.3,0.2,0.8,0.4,0.9,0.3,0.1,0.6,0,0.8,0.2,0.1,0
281,Stuart Armstrong,18,Southampton,31, AM(CLR)  ,14(18),1405,1,0.6,19.5,81.7,0.3,0.5,0,6.33,2,6,0,0.7,0.2,0,0.7,0.6,0,0.9,0.9,1,0.3,0.5,0,0.3,0.8,0,0
282,Hwang Hee-Chan,161,Wolves,27," AM(CLR),FW  ",12(15),1131,1,0.4,9.8,78.4,0.1,0.2,0,6.32,3,1,0,0.7,0.3,0,0.5,0.7,0,0.7,0.9,0.7,0.2,0.7,0,0.1,0.5,0.1,0
283,Carlos Vinícius,170,Fulham,28, FW  ,11(17),1102,2,0.3,6.5,64.8,0,0,0.1,6.32,5,3,0,0.8,1,0,0.2,0.5,0.2,0.8,1.7,0.1,0,0.8,0,0.3,0.1,0,0
284,Adam Smith,183,Bournemouth,32," D(LR),M(LR)  ",34(3),2950,1,0.4,26,75.3,0.5,1.6,0,6.32,0,11,0,0.1,0.8,0,0.2,0.7,0,0.1,0.6,1.3,0.7,0.8,0.1,1.8,0.8,0.4,0
285,Leander Dendoncker,24,Aston Villa,28," D(C),M(C)  ",7(13),690,0,0.3,14,88.2,0,0.4,0,6.31,0,0,0,0.1,0.5,0,0.2,0.1,0,0.2,0.4,1,0.5,0.1,0,0.6,0.5,0.2,0
286,Nampalys Mendy,14,Leicester,31, M(C)  ,7(12),751,0,0.1,21.5,88.3,0,0.6,0,6.31,1,1,0,0.1,0.2,0,0.4,0.5,0,0.1,0.4,0.7,0.7,0.5,0.1,0.1,0.4,0.2,0
287,Fábio Vieira,13,Arsenal,23," AM(CR),FW  ",3(19),502,2,0.5,12.1,84.6,0.2,0.2,0,6.31,1,0,0,0.7,0.1,0,0.3,0.2,0,0.4,0.6,0.3,0.2,0.1,0,0.1,0.1,0,0
288,Tom Cairney,170,Fulham,32, M(CR)  ,6(27),971,0,0.4,21.4,88,0.2,1,0,6.30,2,2,0,0.6,0.2,0,0.3,0.7,0,0.6,0.7,0.5,0.2,0.2,0,0.1,0.1,0.1,0
289,Elliot Anderson,23,Newcastle,20, AM(CL)  ,3(19),396,1,0.4,8.4,77.8,0.2,0.2,0,6.30,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.4,0.5,0.3,0.3,0,0,0.3,0.1,0
290,Nathaniel Clyne,162,Crystal Palace,32," D(LR),M(R)  ",19(3),1642,0,0.3,30,80.8,0.2,0.8,0,6.29,0,3,0,0,0.3,0,0.2,0.4,0,0.1,0.5,1.2,0.9,0.5,0.1,1.2,0.4,0.2,0
291,Yves Bissouma,30,Tottenham,26, M(C)  ,10(13),1005,0,0.3,31.6,91.3,0,0.7,0,6.29,0,6,0,0.3,0.3,0,0.3,0.4,0,0.3,0.7,0.7,0.5,0.7,0,0.4,0.2,0.3,0
292,Harry Toffolo,174,Nottingham Forest,27," D(L),M(L)  ",9(10),935,0,0.3,15.3,65.3,0.3,0.3,0,6.28,0,2,0,0.3,0.7,0,0.2,0.3,0,0.3,0.5,0.9,0.5,0.5,0.1,1.6,0.2,0.4,0
293,Sékou Mara,18,Southampton,20, FW  ,4(18),541,2,0.3,4.7,66,0,0,0,6.27,1,1,0,0.8,1.1,0,0.6,0.3,0.1,0.8,1.3,0.6,0,0.9,0,0.2,0.3,0,0
294,Adam Armstrong,18,Southampton,26," AM(CLR),FW  ",14(16),1336,1,0.4,9.5,75.4,0.1,0.3,0,6.27,2,2,0,0.8,0.2,0,0.4,0.3,0.1,0.7,0.8,0.5,0.2,0.6,0,0.2,0.2,0.1,0
295,Christian Pulisic,15,Chelsea,24," M(CLR),FW  ",8(16),814,1,0.5,11.5,84.1,0.1,0.3,0,6.27,1,1,0,0.8,0.2,0,0.5,0.6,0,0.5,1.1,0.5,0.2,0.4,0,0.2,0.1,0,0
296,Will Hughes,162,Crystal Palace,28, M(CLR)  ,7(20),830,1,0.2,13.2,81.8,0.1,0.3,0,6.27,1,4,0,0.2,0.2,0,0.1,0.3,0,0.4,0.5,1.1,0.6,0.7,0,0.3,0.3,0.3,0
297,Dan James,170,Fulham,25," AM(CLR),FW  ",5(15),614,1,0.4,7.8,71.2,0.3,0.1,0,6.26,2,0,0,0.7,0.1,1,0.3,0.7,0.1,0.7,0.5,0.5,0.1,0.1,0,0.2,0.2,0.1,0
298,Kieran Tierney,13,Arsenal,26," D(CL),M(L)  ",6(21),779,1,0.1,14.9,78.1,0.1,0.6,0,6.25,0,0,0,0.3,0.2,0,0.1,0.3,0,0,0.3,0.7,0.4,0.2,0.1,0.7,0.1,0.1,0
299,Diego Costa,161,Wolves,34, FW  ,16(7),1248,0,0.5,9.3,73.5,0,0,0,6.24,1,5,1,1.2,1.3,1,0.2,0.4,0.7,1.1,1,0.1,0.1,1.3,0,0.7,0.3,0,0
300,Shandon Baptiste,189,Brentford,25, AM(C)  ,4(19),606,1,0.4,12.1,86,0.2,0.6,0,6.22,0,1,1,0.2,0.3,0,0.3,0.5,0,0.3,0.7,0.7,0.3,0.5,0,0.4,0.4,0.1,0
301,Tariq Lamptey,211,Brighton,22," D(R),M(R)  ",3(17),443,0,0.2,11.6,86.2,0.3,0.2,0.1,6.21,0,1,0,0.3,0.1,0,0.4,0.7,0,0.1,0.8,0.6,0.4,0.3,0,0.1,0.1,0.2,0
302,Neal Maupay,31,Everton,26," AM(C),FW  ",11(16),1115,0,0.3,9.1,76.5,0,0.2,0,6.20,1,4,0,1.2,0.6,0,0.3,0.8,0,0.6,1.4,0.4,0.2,0.5,0,0,0.1,0,0
