,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
56,Marc Oliver Kempf,47,Hertha Berlin,28, D(C)  ,31,2713,0,0.3,41.8,78,0,2.2,0.1,6.87,1,5,0,0.5,4.3,1,0.4,0.8,0,0.2,0.5,1.4,1.6,0.9,0.9,4.5,0.2,1,0
57,Noussair Mazraoui,37,Bayern,25, D(LR)  ,11(8),1072,4,1,38.9,86.9,0.2,0.5,0.1,6.86,1,0,0,0.4,0.9,0,0.9,0.6,0.2,0.3,0.6,1.5,0.5,0.8,0.2,1.1,0.5,0.1,0
58,Konrad Laimer,7614,RBL,26," D(R),M(CR)  ",17(4),1474,0,0.8,34.6,80.5,0.1,1.2,0.1,6.86,3,8,0,1,0.1,1,1.5,1,0.1,1,1.7,2.9,0.9,1.4,0,0.3,1.1,0.2,0
59,Felix Nmecha,33,Wolfsburg,22, M(C)  ,19(11),1841,5,0.7,23,76.7,0,1.2,0.1,6.86,3,3,0,1.2,1.5,1,0.9,1.3,0,0.4,1.4,1.4,0.8,1,0,1,0.6,0.3,0
60,Karim Adeyemi,44,Borussia Dortmund,21," AM(LR),FW  ",20(4),1399,5,1.2,17.4,77.2,0,0.4,0.1,6.86,6,9,0,1.6,0.4,1,1.4,1.3,0,1.1,1.8,0.7,0.3,0.9,0,0.1,0.9,0,0
61,Sadio Mané,37,Bayern,31," AM(CLR),FW  ",18(7),1432,5,1,15.4,76.4,0.3,0.2,0,6.86,7,2,0,2.2,0.9,0,1,1,0.8,0.6,2.1,0.4,0,0.6,0,0.1,0.3,0.1,0
62,Anton Stach,219,Mainz,24, M(C)  ,22(8),2078,4,1,27.5,72.2,0.6,1,0.2,6.85,1,4,0,1.2,2.4,1,0.8,1.3,0.1,0.5,1.5,0.9,1.4,0.9,0,0.8,0.7,0.1,0
63,Dodi Lukébakio,47,Hertha Berlin,25," AM(CLR),FW  ",27(5),2407,3,0.9,17,73.9,0.5,0.9,0,6.85,11,8,0,2,0.5,3,2.1,1.8,0.5,1.5,2.6,0.6,0.4,1,0,0.5,0.7,0.2,0
64,Lucas Höler,50,Freiburg,28," AM(CLR),FW  ",16(10),1508,2,0.5,18,66.3,0,0.3,0,6.84,5,1,0,1.2,2.7,2,0.4,1.4,0.3,0.5,1.1,0.7,0.4,0.8,0,0.7,0.6,0.2,0
65,Kevin Stöger,109,Bochum,29, M(CL)  ,29(3),2610,3,2.1,44.3,74.2,1.3,3,0.2,6.84,5,3,0,1.5,0.3,2,0.7,1.7,0,1.1,1.3,2.6,0.8,1.3,0.1,0.6,2,0.1,0
66,Kevin Behrens,796,Union Berlin,32, FW  ,17(16),1536,1,0.6,14.2,59.6,0.1,0.3,0.1,6.83,8,6,0,1.1,5.4,4,0.4,0.8,0.4,0.6,1.4,0.3,0.2,1.1,0,0.7,0.4,0.1,0
67,Ihlas Bebou,1211,Hoffenheim,29," M(CLR),FW  ",17(2),1423,0,0.8,17.6,68.3,0,0.5,0,6.83,7,2,0,1.5,1.5,3,1.4,0.5,0.4,0.9,3.2,1,0.4,1.2,0,0.8,0.3,0.1,0
68,Karim Onisiwo,219,Mainz,31," AM(CLR),FW  ",28(3),2549,2,1.1,17.5,60.1,0.4,0.2,0.1,6.82,10,4,0,2.2,1.8,2,1.2,1.1,0.7,1.6,3.6,0.6,0.1,1.6,0,0.2,0.5,0,0
69,Timo Werner,7614,RBL,27," AM(CLR),FW  ",23(4),1948,3,0.7,23.4,76.6,0.1,0.6,0.1,6.82,9,2,0,2.3,0.2,4,1,0.5,0.9,0.8,2,0.4,0.3,0.3,0,0.1,0.3,0,0
70,Exequiel Palacios,36,Leverkusen,24, M(C)  ,19(6),1656,2,0.6,47.4,85.4,0.1,1.3,0,6.82,4,4,0,0.8,0.5,3,0.4,1.6,0,1,0.8,2.4,1.3,0.9,0,1,0.8,0.1,0
71,Marius Wolf,44,Borussia Dortmund,28," D(R),M(CLR)  ",17(8),1570,1,0.9,34,80,0.6,2.1,0.1,6.81,1,2,0,0.9,0.2,3,1.4,0.9,0.1,0.5,1.1,1,0.7,0.5,0.2,0.8,0.5,0.4,0
72,Aurélio Buta,45,Eintracht Frankfurt,26," D(R),M(R)  ",15(3),1325,2,1,29.9,77.9,0.7,0.9,0,6.81,3,3,0,0.5,1.2,0,0.6,0.9,0.1,0.5,1.3,1.8,0.5,1.7,0.2,1.7,0.7,0.1,0
73,Manu Koné,134,Borussia M.Gladbach,22, DMC  ,30,2620,1,0.7,45.3,87.3,0,0.9,0,6.81,1,12,0,0.9,0.5,0,1.9,2.5,0,1.7,2.7,2.5,1.1,1.7,0.1,0.7,0.8,0.4,0
74,Philipp Lienhart,50,Freiburg,26, D(C)  ,27(2),2498,0,0.1,54.9,85.4,0,4.1,0,6.81,1,3,0,0.6,2.2,1,0.1,1.1,0,0,0.7,1,1.2,0.6,0.3,3.2,0.5,0.5,0
75,Lukas Kübler,50,Freiburg,30," D(CR),M(R)  ",19(3),1648,1,0.3,30.7,70.1,0.3,1.8,0,6.81,2,1,0,0.4,1.1,0,0.2,0.7,0,0.1,0.6,1.7,1.3,0.8,0.1,2.1,0.5,0.5,0
76,Lars Stindl,134,Borussia M.Gladbach,34," M(CLR),FW  ",20(9),1745,7,1.4,25.9,81.6,0.3,1,0.2,6.81,8,9,0,1.7,0.3,0,0.3,1.3,0.3,0.9,1.1,0.8,0.4,1,0,0.6,0.6,0.2,0
77,Daichi Kamada,45,Eintracht Frankfurt,26," AM(CLR),FW  ",25(7),2271,6,1.1,37.2,83.3,0.4,1.5,0.1,6.80,9,3,0,1.4,0.6,2,0.5,0.8,0.2,0.8,1,1.6,0.5,1.3,0,0.5,0.8,0.1,0
78,Rafal Gikiewicz,1730,Augsburg,35, GK  ,23,2070,0,0,44.5,71,0,9.6,0,6.80,0,3,0,0,0.3,3,0,0.2,0,0,0.1,0.1,0,0,0,1.2,0,0,0
79,Mark Flekken,50,Freiburg,30, GK  ,34,3060,0,0.1,39.4,68.5,0,9.7,0,6.80,0,0,0,0,0.2,2,0.1,0.1,0,0,0,0,0,0,0,0.6,0,0,0
80,Niklas Süle,44,Borussia Dortmund,27, D(CR)  ,23(6),2116,3,0.6,61.4,91.3,0.1,4.4,0,6.80,2,2,0,1.1,1.1,0,0.3,0.2,0,0.3,0.3,0.9,0.6,0.3,0.7,1.8,0.3,0.7,0
81,Nicolas Höfler,50,Freiburg,33," D(C),DMC  ",32,2822,1,0.2,43.1,83.2,0,1.5,0,6.79,0,9,1,0.7,2.2,1,0.5,1.6,0,0.4,1,2.1,1.8,2.1,0.1,1.4,1.1,0.4,0
82,Gregor Kobel,44,Borussia Dortmund,25, GK  ,27,2430,0,0,34.3,81.1,0,5.7,0,6.79,0,0,0,0,0.2,1,0,0.1,0,0,0,0,0,0,0,0.5,0,0,1
83,Lee Jae-Sung,219,Mainz,30," AM(CLR),FW  ",24(10),1904,4,0.8,21.8,74.4,0.2,0.6,0,6.78,7,2,0,1,1.1,3,0.7,0.7,0.2,0.7,1.3,1.1,0.5,0.5,0,0.4,0.6,0.1,0
84,Koen Casteels,33,Wolfsburg,31, GK  ,34,3060,0,0,41.2,74,0,10.6,0,6.78,0,0,0,0,0.1,2,0,0.1,0,0,0,0,0,0,0,0.6,0,0,0
85,Christopher Trimmel,796,Union Berlin,36," D(CR),M(R)  ",20(5),1811,6,1.4,25.3,66.8,1.7,1.2,0,6.77,0,1,0,0.6,0.9,0,0.3,0.3,0,0.3,0.5,1.2,1,0.7,0.1,1.8,0.4,0,0
86,Serhou Guirassy,41,Stuttgart,27," AM(L),FW  ",20(2),1653,0,0.9,20,74.3,0,0.4,0,6.76,11,2,1,2.2,1.9,1,0.6,2,0.5,0.9,2.4,0.2,0,0.8,0,0.6,0,0.1,0
87,Benjamin Henrichs,7614,RBL,26," D(LR),DMC,M(LR)  ",23(7),2188,2,0.7,43.4,78.2,0.5,1.6,0.1,6.76,2,8,0,1,0.8,0,0.7,0.9,0.1,0.6,1.1,2.4,1.2,1.2,0,1.3,0.8,0.1,0
88,Ermedin Demirovic,1730,Augsburg,25," AM(L),FW  ",30,2383,4,1,16.8,51,0.2,0.1,0.1,6.76,8,7,1,2.1,2.2,2,0.6,1,0.4,1.1,1.8,1,0.5,1.6,0,1.2,0.4,0.1,0
89,Stefan Bell,219,Mainz,31, D(CR)  ,26(4),2395,0,0.3,40.8,77,0,3.3,0,6.76,0,9,0,0.2,3.4,1,0.2,0.4,0.1,0.1,0.4,1.4,1.5,1.6,0.3,4.4,0.7,0.5,0
90,Ko Itakura,134,Borussia M.Gladbach,26," D(C),DMC  ",22(2),1982,2,0.2,65,91,0,1.9,0,6.76,0,1,2,0.5,1.8,0,0.3,0.6,0,0.1,0.4,1.2,1.1,0.5,0.9,3.8,0.6,1,0
91,Leandro Barreiro,219,Mainz,23, DMC  ,25(6),2144,3,0.5,17.7,69,0,0.4,0,6.75,4,5,0,1,1.3,2,0.2,1.1,0.1,0.4,1.3,1.9,1.3,1.5,0,1.1,0.9,0.4,0
92,Ridle Baku,33,Wolfsburg,25," D(R),M(CR)  ",29(4),2582,3,0.8,37.6,78.9,0.6,2,0,6.73,5,6,0,0.8,0.7,1,0.7,1,0.1,0.6,1.8,1.5,0.6,0.8,0.2,1.6,0.8,0.2,0
93,Angeliño,1211,Hoffenheim,26," D(L),M(L)  ",30(3),2622,9,1.5,32.5,68.2,1.6,2.4,0,6.73,0,2,0,0.6,0.5,1,0.4,0.9,0.2,0.5,0.8,1.2,0.8,0.4,0.1,1.6,0.4,0.2,0
94,Marius Bülter,39,Schalke,30," D(R),M(CLR),FW  ",30(3),2605,1,1.2,18.7,64.2,0.8,0.5,0.1,6.72,11,5,0,2.1,1.3,2,1,1.5,0.2,0.8,2.5,0.7,0.3,0.8,0,0.5,0.6,0,0
95,Tuta,45,Eintracht Frankfurt,23, D(C)  ,30(1),2717,1,0.2,59.1,80.4,0.1,2.7,0,6.72,2,8,0,0.5,1.6,1,0.4,0.6,0,0.4,0.9,1.7,1.6,1.1,0.5,4.1,0.8,0.5,0
96,Ivan Ordets,109,Bochum,30, D(C)  ,28(2),2450,0,0.3,33.1,72.9,0,2.1,0,6.72,0,4,0,0.6,4.6,0,0.1,0.8,0.1,0.1,0.3,1,1.9,1.1,0.5,4.5,0.4,0.6,0
97,Éric Ebimbe,45,Eintracht Frankfurt,22, M(CR)  ,10(9),1061,1,0.5,23.3,72.7,0.1,0.7,0,6.71,3,4,0,1.4,1.2,1,0.9,0.6,0.1,0.8,1.4,1.6,0.6,0.8,0,1,0.9,0.3,0
98,Dayot Upamecano,37,Bayern,24, D(C)  ,27(2),2348,1,0.2,79.5,90.8,0,4.7,0,6.71,0,6,1,0.2,1.6,0,0.3,0.5,0,0.3,0.7,2.2,0.9,1,0.4,2.4,0.6,0.2,0
99,Jakub Kaminski,33,Wolfsburg,21, M(LR)  ,25(6),2074,2,0.9,19,76.4,0.3,0.6,0.1,6.70,4,0,0,1.3,0.4,1,0.9,0.4,0.1,1,1.8,1.2,0.3,0.3,0.1,0.4,0.6,0.1,0
100,Marco Richter,47,Hertha Berlin,25," M(CLR),FW  ",21(8),1844,5,0.7,20,67.3,0.5,1.2,0,6.70,6,8,0,1.7,0.4,2,1.2,1.1,0.2,1.2,2,1.5,0.8,1.2,0,0.6,1,0.1,0
101,Kevin Akpoguma,1211,Hoffenheim,28," D(CR),M(R)  ",21(7),1952,0,0.2,35.3,79.8,0.1,1.9,0,6.70,0,11,0,0.3,2,0,0.3,0.7,0,0.3,0.6,2.7,0.9,1.2,0.4,2.2,0.5,0.6,0
102,Oliver Baumann,1211,Hoffenheim,33, GK  ,34,3060,0,0,36.6,72.3,0,7.4,0,6.70,0,2,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0.9,0,0,0
103,Anthony Losilla,109,Bochum,37," D(C),DMC  ",31,2725,2,0.5,30.6,68.3,0.1,1.2,0,6.70,2,6,1,0.9,3,1,0.3,0.5,0.1,0.3,0.8,2.5,1.2,1.5,0,2.1,1.3,0.4,0
104,Xaver Schlager,7614,RBL,25, M(C)  ,16(6),1505,1,0.4,41.7,83.8,0,2.6,0.1,6.69,1,2,0,0.2,0.6,1,0.6,1.1,0,0.6,1,1.9,0.8,1.2,0,1,1,0.1,0
105,Kerem Demirbay,36,Leverkusen,29, M(C)  ,17(8),1548,3,1.2,38.7,82.5,0.9,1.7,0.1,6.69,4,5,0,1.2,0.4,2,0.3,0.9,0,0.8,1,1.4,0.6,1.2,0,0.4,0.6,0.2,0
106,Hiroki Ito,41,Stuttgart,24, D(CL)  ,29(1),2563,1,0.7,66,83,0.5,6.1,0,6.69,1,5,0,0.7,1.3,0,0.2,0.6,0.1,0.2,0.7,1.3,1.3,0.5,0.5,2.8,0.6,0.6,0
107,Anthony Caci,219,Mainz,25," D(CLR),M(L)  ",23(8),2036,1,0.7,29.4,74.2,0.8,3.2,0,6.69,2,4,0,0.3,0.7,0,0.3,0.3,0,0.3,0.5,1.9,1.7,0.6,0.1,1.2,0.5,0.1,0
108,Amine Adli,36,Leverkusen,23," AM(CLR),FW  ",16(10),1443,3,0.8,20.6,78.1,0.2,0.3,0,6.69,5,2,2,1.4,1.1,1,1,1.8,0.2,0.7,2,0.7,0.2,1.5,0,0.2,0.5,0.1,0
109,Mërgim Berisha,1730,Augsburg,25," AM(C),FW  ",20(3),1688,4,0.9,11.4,54,0.8,0.3,0,6.69,9,7,1,2.4,1.7,4,0.2,1.3,0.7,1.2,1.8,0.5,0,1.2,0,0.8,0.4,0,0
110,Marco Reus,44,Borussia Dortmund,34," M(CLR),FW  ",14(11),1352,4,0.8,21.8,81.1,0.2,0.1,0,6.69,6,4,0,1.5,0.5,1,0.4,0.7,0.1,0.6,1.2,1.2,0.3,0.7,0,0.3,0.7,0.2,0
111,Nico Elvedi,134,Borussia M.Gladbach,26, D(CLR)  ,32,2828,0,0.2,67,91.7,0,2.4,0,6.69,3,2,0,0.6,2.3,1,0,0.3,0,0.1,0.3,1.4,1.1,0.8,0.8,4.5,0.4,0.5,0
112,Eric Martel,282,FC Koln,21, DMC  ,23(6),2024,1,0.2,29.8,79.7,0.2,0.8,0,6.68,1,6,0,1,2,0,0.2,0.9,0,0.9,1.2,2.3,1.1,1.4,0,1.5,1,0.3,0
113,Ozan Kabak,1211,Hoffenheim,23, D(C)  ,28(2),2395,2,0.1,42.1,83.4,0,2,0,6.68,2,8,2,0.8,2.7,1,0.5,0.5,0,0.2,0.8,1.7,1.5,1.8,0.4,2.7,0.4,0.8,1
114,Maximilian Eggestein,50,Freiburg,26, M(CR)  ,27(4),2459,2,0.8,27.4,77.5,0.1,0.7,0.1,6.68,1,6,0,0.5,1.9,0,0.3,0.7,0,0.7,0.7,1.6,1.2,1,0,0.8,0.6,0.3,0
115,Jonas Wind,33,Wolfsburg,24," AM(C),FW  ",15(9),1294,0,0.6,15.3,67.2,0,0,0,6.68,6,1,0,1.3,2.5,2,0.3,0.9,0,0.8,1.9,0.6,0,0.7,0,0.4,0.2,0.2,0
116,Evan Ndicka,45,Eintracht Frankfurt,23, D(CL)  ,30,2693,0,0.1,60.1,86.4,0,2.5,0,6.67,1,4,0,0.6,2.6,1,0.2,0.5,0,0.2,0.6,0.8,1,1,0.5,4.8,0.5,0.6,1
117,Josko Gvardiol,7614,RBL,21, D(CL)  ,24(6),2171,0,0.4,71.3,89.3,0.1,4.8,0,6.67,1,2,0,0.5,1.4,1,0.5,0.4,0,0.2,0.3,0.8,1.1,0.7,0.5,2.3,0.4,0.6,1
118,Marco Friedl,42,Werder Bremen,25," D(CL),M(L)  ",30,2597,0,0.3,55.9,82.3,0.3,6.1,0,6.67,0,8,1,0.2,1.6,0,0.3,0.8,0.1,0.3,0.6,2.1,1.9,0.8,0.7,4.1,0.9,0.6,2
119,Jesper Lindstrøm,45,Eintracht Frankfurt,23," AM(CR),FW  ",22(5),1696,2,0.7,17,67.9,0.4,0.1,0.1,6.66,7,2,0,1.7,0.2,2,1,0.7,0.1,1.3,2.4,1,0.3,0.7,0,0.2,0.6,0.1,0
120,Aarón Martín,219,Mainz,26," D(L),M(L)  ",20(8),1848,3,1,24.4,80.5,1.3,1.3,0,6.66,5,3,0,0.7,0,1,0.4,0.4,0.1,0.5,0.5,1.5,0.5,1,0.1,1,0.7,0,0
121,Piero Hincapié,36,Leverkusen,21," D(CL),M(L)  ",27(3),2466,1,0.3,55.7,83.2,0.1,1.9,0.1,6.66,1,9,3,0.6,2,0,0.5,1.2,0,0.3,0.7,1.7,1,1.3,0.4,2.5,0.4,0.7,0
122,Tom Krauß,39,Schalke,22, DMC  ,31(1),2531,0,0.3,24.5,73.3,0.1,0.8,0,6.66,2,8,0,0.8,0.8,0,0.6,1,0,1,0.8,3.5,1.1,1.4,0.1,1.1,1.5,0.2,0
123,Micky van de Ven,33,Wolfsburg,22, D(CL)  ,33,2970,1,0.2,50.5,88.3,0.1,2,0,6.66,1,5,0,0.5,1.1,1,0.6,0.8,0,0.3,0.4,1.4,0.8,0.7,0.8,3.1,0.3,0.7,0
124,Suat Serdar,47,Hertha Berlin,26, M(CLR)  ,24(8),2034,2,0.6,19,70.6,0.1,1,0,6.66,4,7,0,0.7,0.9,1,1.1,1,0,1,1.1,1.6,0.9,1,0,0.7,0.7,0.4,0
125,Maxence Lacroix,33,Wolfsburg,23, D(C)  ,18(6),1628,0,0.1,45.2,87.3,0,3.1,0,6.66,1,1,0,0.2,2.1,1,0.3,0.5,0,0.3,0.4,0.9,1.1,0.8,0.7,3.4,0.3,0.5,0
126,Christopher Lenz,45,Eintracht Frankfurt,28," D(L),M(L)  ",13(11),1286,2,1,26.1,82.5,0.9,1.2,0,6.66,0,1,0,0.5,0.6,0,0.5,0.5,0,0.2,0.5,1.2,0.9,0.8,0.2,1.3,0.9,0.1,0
127,Rani Khedira,796,Union Berlin,29," D(C),DMC  ",33,2887,0,0.2,31.1,75.4,0.2,1.4,0,6.66,2,8,0,0.7,1.3,1,0.3,0.4,0,0.5,0.8,1.8,1.2,1.6,0,0.9,0.8,0.3,0
128,Mario Götze,45,Eintracht Frankfurt,31," M(CLR),FW  ",32,2749,1,1.3,43.8,78.2,0.7,1.3,0.2,6.65,3,6,0,0.8,0.1,0,0.8,1.4,0.1,1.4,1.8,1.3,0.4,0.8,0,0.3,1,0,0
129,Robin Zentner,219,Mainz,28, GK  ,26,2340,0,0,27.7,55,0,6.8,0,6.65,0,1,0,0,0.7,0,0,0.1,0,0,0,0,0,0,0,1,0.2,0,0
130,Chris Führich,41,Stuttgart,25," M(CLR),FW  ",21(12),1892,2,0.7,19.1,82.3,0.4,0.7,0,6.65,5,2,0,1.3,0.1,1,1.5,0.3,0.1,0.9,1.1,1.1,0.2,0.2,0,0.3,0.6,0.1,0
131,Christian Günter,50,Freiburg,30," D(L),M(L)  ",31(2),2749,4,1.8,29.4,76.3,1.8,1.8,0,6.65,1,5,0,0.8,0.4,1,0.3,0.4,0.2,0.4,0.5,0.9,0.5,1,0.2,1,0.9,0.1,0
132,Andrej Kramaric,1211,Hoffenheim,32," AM(CLR),FW  ",26(6),2394,3,1.1,28.9,82.8,0.3,1.5,0,6.65,12,3,0,2,0.3,2,0.9,1.1,0.3,1,1.9,0.2,0.2,0.3,0,0.3,0.3,0.1,0
133,Mohamed Simakan,7614,RBL,23, D(CR)  ,18(6),1461,1,0.5,41.3,81,0.2,1.8,0.1,6.65,1,2,0,0.5,1.6,1,0.5,1,0.1,0.3,0.9,0.9,0.7,1,0.2,2.1,0.3,0.2,0
134,Roland Sallai,50,Freiburg,26," M(CLR),FW  ",10(9),1003,3,0.9,15.7,74.5,0.6,0.3,0,6.64,1,6,0,1.7,1.1,1,0.6,1.6,0.2,0.5,1.1,0.6,0.1,1.5,0,0.6,0.3,0.1,0
135,Edmond Tapsoba,36,Leverkusen,24, D(C)  ,32(1),2872,0,0.2,66.4,85.8,0,3.9,0.2,6.64,1,5,0,0.5,1.7,1,0.5,0.5,0.1,0.4,0.5,1.5,1.1,0.8,0.6,3,0.4,0.5,1
136,Leonardo Bittencourt,42,Werder Bremen,29," M(CLR),FW  ",22(3),1644,2,0.6,28.4,76.1,0.3,1,0,6.64,3,10,0,1,0.4,0,1,1.6,0.1,0.4,1.7,2.1,0.4,1.7,0,0.5,1.5,0,0
